Tablo 1
;;;;;;;;;;;;;;
ATM Term ID;ATM Adı;model;Nakit Merkezi;Planlı Hizmet Günleri;Zone;KM;PLANLI ATM NAKİT İKMAL;PLANLI FLM;SLM;PLANLI ATM MADENİ İKMAL;PLANLI ATM PARA TOPLAMA;PLANLI ATM PARA TOPLAMA + İKMAL;PLANLI ATM PARA TOPLAMA + FLM;
FI051;34 GUNGOREN SOGANLI;I37DC0C;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC633;34 TUZLA AYDINLI TOKI;I37DC0C;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA342;10 EDREMIT GURE;H68N;BALIKESİR;SALI - PERŞEMBE;3;103;4.291,46 ;4.291,46 ;4.793,04 ;4.291,46 ;4.291,46 ;4.291,46 ;4.291,46 ;
FN203;34 SISLI KANYON AVM;H68VL-815;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD571;21 YENISEHIR DTSO;H68V-824;DİYARBAKIR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC694;34 TUZLA IBB ICMELER;H68V-824;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC650;34 FATIH IBB MISIR CARSISI;H68V-824;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD177;28 KESAP MERKEZ;H68N-806;ORDU;PAZARTESİ - ÇARŞAMBA - CUMA;2;54;2.536,28 ;2.536,28 ;3.037,86 ;2.536,28 ;2.536,28 ;2.536,28 ;2.536,28 ;
FD592;41 CAYIROVA INONU MH. TOTAL;I37DC0C;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA060;71 YAHSIHAN PODIUM AVM;H68NL-806;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;3;76;3.324,32 ;3.324,32 ;3.825,90 ;3.324,32 ;3.324,32 ;3.324,32 ;3.324,32 ;
FC441;06 ALTINDAG ALTINAY CAD.;I37DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD889;16 OSMANGAZI 3. SUMBUL SOKAK;I37DC0C;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS513;35 BAYINDIR MERKEZ;I37DC0C;İZMİR;PAZARTESİ - ÇARŞAMBA;3;72;3.181,04 ;3.181,04 ;3.682,62 ;3.181,04 ;3.181,04 ;3.181,04 ;3.181,04 ;
FC116;34 A.KOY IST HAVALIMANI 1;I47DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS246;09 NAZILLI MEYDAN;H68V-824;AYDIN;PAZARTESİ - ÇARŞAMBA - PERŞEMBE;2;49;2.357,18 ;2.357,18 ;2.858,76 ;2.357,18 ;2.357,18 ;2.357,18 ;2.357,18 ;
FC892;34 PENDIK KURTKOY CARREFOUR;I37DC0C;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA432;31 ISKENDERUN DENIZCILER;H68V-824;İSKENDERUN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC612;22 IPSALA MEYDAN;I37DC0C;EDİRNE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;4;133;5.366,06 ;5.366,06 ;5.867,64 ;5.366,06 ;5.366,06 ;5.366,06 ;5.366,06 ;
FI707;46 ONIKISUBAT ILICA;H68N-806;GAZİANTEP;PAZARTESİ - ÇARŞAMBA - CUMA;4;133;5.366,06 ;5.366,06 ;5.867,64 ;5.366,06 ;5.366,06 ;5.366,06 ;5.366,06 ;
FA828;34 BAYRAMPASA TERAZIDERE1;H68N-806;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD361;34 BAYRAMPASA ORTA MAH.;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA765;41 GEBZE ORG.SAN;H68N-806;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC752;35 KONAK CUMHURIYET BLV.;H68V-824;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS107;17 LAPSEKI MERKEZ;I37DC0C;ÇANAKKALE;PAZARTESİ - ÇARŞAMBA - CUMA;2;34;1.819,88 ;1.819,88 ;2.321,46 ;1.819,88 ;1.819,88 ;1.819,88 ;1.819,88 ;
FC792;48 MARMARIS CILDIR MH.;H68V-824;MUĞLA;PAZARTESİ - PERŞEMBE;2;60;2.751,20 ;2.751,20 ;3.252,78 ;2.751,20 ;2.751,20 ;2.751,20 ;2.751,20 ;
FD290;07 ALANYA DEMIRTAS;H68V-824;ALANYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA981;35 KONAK 1.SANAYI SIT.;H68N-806;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD757;35 KARSIYAKA ORDU BULVARI;I37DC0C;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD406;67 EREGLI KAVAKLI CARREFOUR;H68V-824;ZONGULDAK;PAZARTESİ - ÇARŞAMBA - CUMA;2;49;2.357,18 ;2.357,18 ;2.858,76 ;2.357,18 ;2.357,18 ;2.357,18 ;2.357,18 ;
FN301;16 O.GAZI CEKIRGE DEV. HAS.;H68V-824;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA638;34 BEYOGLU KASIMPASA;H68N;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD665;34 S.GAZI YUNUS EMRE MH. 2;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD707;35 KONAK MAHALL BOMONTI AVM;H68VL-824;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI998;54 ERENLER YUNUSEMRE;H68N-806;İZMİT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;55;2.572,10 ;2.572,10 ;3.073,68 ;2.572,10 ;2.572,10 ;2.572,10 ;2.572,10 ;
FA770;34 PENDIK YHT CIKISI;I37DC0C;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA972;55 ILKADIM HANCERLI MH;H68N-806;SAMSUN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS077;17 CAN MERKEZ;I37DC0C;ÇANAKKALE;PAZARTESİ - ÇARŞAMBA - CUMA;3;70;3.109,40 ;3.109,40 ;3.610,98 ;3.109,40 ;3.109,40 ;3.109,40 ;3.109,40 ;
FD766;34 BAGCILAR IBB YILDIZTEPE MH.;I37DC0C;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC159;54 SAPANCA COCA COLA;I37DC0C;İZMİT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;38;1.963,16 ;1.963,16 ;2.464,74 ;1.963,16 ;1.963,16 ;1.963,16 ;1.963,16 ;
FA318;35 SEFERIHISAR MERKEZ;H68N;İZMİR;SALI - PERŞEMBE;2;55;2.572,10 ;2.572,10 ;3.073,68 ;2.572,10 ;2.572,10 ;2.572,10 ;2.572,10 ;
FC769;11 BOZUYUK MERKEZ 2;H68V-824;ESKİŞEHİR;SALI - PERŞEMBE;2;51;2.428,82 ;2.428,82 ;2.930,40 ;2.428,82 ;2.428,82 ;2.428,82 ;2.428,82 ;
FD871;34 USKUDAR CAMLICA PHILIP MORRIS;H68VL-824;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD787;34 ZEYTINBURNU BALIKYOLU CAD.;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI761;16 NILUFER VERGI DAIRESI;I37DC0C;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI183;35 TORBALI MERKEZ;I37DC0C;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;48;2.321,36 ;2.321,36 ;2.822,94 ;2.321,36 ;2.321,36 ;2.321,36 ;2.321,36 ;
FC520;59 MALKARA MERKEZ 1;H68V-824;EDİRNE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;4;131;5.294,42 ;5.294,42 ;5.796,00 ;5.294,42 ;5.294,42 ;5.294,42 ;5.294,42 ;
FI543;34 PENDIK VELIBABA PO 1;I37DC0C;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI789;07 KEPEZ UNCALI SHELL;I37DC0C;ANTALYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD254;34 BEYKOZ IBB A.HISARI CARREFOUR;H68V-824;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI303;66 MERKEZ OTOGAR;I37DC0C;ÇORUM;PAZARTESİ - ÇARŞAMBA;3;109;4.506,38 ;4.506,38 ;5.007,96 ;4.506,38 ;4.506,38 ;4.506,38 ;4.506,38 ;
FA830;34 AVCILAR FIRUZKOY;H68N-806;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA671;34 EYUPSULTAN ALIBEYKOY 2;H68N;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD543;34 USKUDAR IBB MIMAR SINAN CARSISI;H68V-824;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD438;06 CANKAYA CUKURAMBAR;H68V-824;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN362;61 ORTAHISAR FORUM AVM;I47DC0C;TRABZON;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA668;38 TALAS YENIDOGAN SHELL;H68N;KAYSERİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI078;34 PENDIK KAYNARCA OPET;I37DC0C;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC381;79 MERKEZ CUMHURIYET CAD.;H68V-824;GAZİANTEP;SALI - ÇARŞAMBA - PERŞEMBE - CUMA;3;69;3.073,58 ;3.073,58 ;3.575,16 ;3.073,58 ;3.073,58 ;3.073,58 ;3.073,58 ;
FC664;34 UMRANIYE ELALMIS CD.;H68V-824;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC695;34 KADIKOY AYRILIK CESMESI METRO;H68VL-824;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA772;34 ESENYURT KIRAC ATATURK CD;H68N-806;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI461;58 YILDIZELI DEVLET HAS.;I47DC0C;SİVAS;SALI - PERŞEMBE;2;52;2.464,64 ;2.464,64 ;2.966,22 ;2.464,64 ;2.464,64 ;2.464,64 ;2.464,64 ;
FC389;34 UMRANIYE METROGARDEN AVM;I47DC0C;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB402;16 NILUFER AKUGUR AVM;H68V-824;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA056;34 ESENYURT ESENCAN;H68N-806;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD299;31 KIRIKHAN K. SOGUKSU MH. SUNPET;H68V-824;İSKENDERUN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;36;1.891,52 ;1.891,52 ;2.393,10 ;1.891,52 ;1.891,52 ;1.891,52 ;1.891,52 ;
FD419;34 SULTANBEYLI YAVUZ SELIM CAD.;H68V-824;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD745;33 TOROSLAR CAGDASKENT MH.;H68N-806;MERSİN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN140;81 GOLYAKA MERKEZ;I37DC0C;BOLU;PAZARTESİ - ÇARŞAMBA - CUMA;3;71;3.145,22 ;3.145,22 ;3.646,80 ;3.145,22 ;3.145,22 ;3.145,22 ;3.145,22 ;
FD785;07 ALANYA IZZET AZAKOGLU CAD.;I37DC0C;ALANYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD167;16 NILUFER MAIS;I47DC0C;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC487;25 YAKUTIYE ERZURUM SEHIR HAST.;H68VL-824;ERZURUM;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN133;01 CUKUROVA T.OZAL BULVARI;I37DC0C;ADANA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB979;07 KEPEZ ZAFER;I37DC0C;ANTALYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD667;34 GUNGOREN ABDI IPEKCI CAD.;I37DC0C;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD482;34 K.CEKMECE SEFAKOY INONU MH. 2;H68N-806;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA951;34 ESENLER BELEDIYE;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA478;06 MAMAK PLEVNE BP;H68V-824;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC249;34 ESENYURT UNVERDI CD.;H68N;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS785;45 AKHISAR YILDIZ;H68NL-806;İZMİR;SALI - PERŞEMBE;3;90;3.825,80 ;3.825,80 ;4.327,38 ;3.825,80 ;3.825,80 ;3.825,80 ;3.825,80 ;
FS147;31 ERZIN MERKEZ;I37DC0C;İSKENDERUN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;48;2.321,36 ;2.321,36 ;2.822,94 ;2.321,36 ;2.321,36 ;2.321,36 ;2.321,36 ;
FS936;31 ISKENDERUN 196SK2;H68N;İSKENDERUN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS070;34 SARIYER ISTINYE;H68N-806;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI119;16 YILDIRIM YESIL MH;H68N-806;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD742;35 KONAK MITHATPASA CAD.;H68V-824;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS828;16 YILDIRIM BARUTHANE MH;H68V-824;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI578;56 KURTALAN MERKEZ;I37DC0C;DİYARBAKIR;PAZARTESİ - ÇARŞAMBA - PERŞEMBE - CUMA;5;163;6.440,66 ;6.440,66 ;6.942,24 ;6.440,66 ;6.440,66 ;6.440,66 ;6.440,66 ;
FS816;03 MERKEZ YENI OTOGAR;I47DC0C;AFYON;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD368;34 B.EVLER KUYUMCUKENT AVM 2;H68VL-815;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC505;27 SEHITKAMIL RITAS;H68V-824;GAZİANTEP;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI721;63 KARAKOPRU TELEKOM;H68V-824;ŞANLIURFA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD169;16 YENISEHIR KALYON GR.;I47DC0C;BURSA;PAZARTESİ - ÇARŞAMBA - CUMA;3;77;3.360,14 ;3.360,14 ;3.861,72 ;3.360,14 ;3.360,14 ;3.360,14 ;3.360,14 ;
FI081;35 BORNOVA YESILOVA 1;H68V-824;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB103;34 SISLI MECIDIYEKOY C.FOUR EXP.;I37DC0C;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB829;26 TEPEBASI VEGA OUTLET;H68VL-824;ESKİŞEHİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA094;10 SAVASTEPE MERKEZ;H68NL-806;BALIKESİR;SALI - PERŞEMBE;2;52;2.464,64 ;2.464,64 ;2.966,22 ;2.464,64 ;2.464,64 ;2.464,64 ;2.464,64 ;
FD436;61 ORTAHISAR YENI OTOGAR;H68NL;TRABZON;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB217;34 FATIH AKSARAY MAH.1;H68N-806;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD435;68 ORTAKOY ISTIKLAL MH;H68V-824;KONYA;ÇARŞAMBA;5;203;7.873,46 ;7.873,46 ;8.375,04 ;7.873,46 ;7.873,46 ;7.873,46 ;7.873,46 ;
FD458;34 KADIKOY IBB HASANPASA MH.;H68V-824;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD470;34 PENDIK TAMCAM GR;I47DC0C;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA919;16 OSMANGAZI OZDILEK AVM;I47DC0C;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA505;41 DERINCE MERKEZ;H68V-824;İZMİT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS903;33 YENISEHIR TELEKOM 1;I37DC0C;MERSİN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
