Tablo 1
;;;;;;;;;;;;;;
ATM Term ID;ATM Adı;model;Nakit Merkezi;Planlı Hizmet Günleri;Zone;KM;PLANLI ATM NAKİT İKMAL;PLANLI FLM;SLM;PLANLI ATM MADENİ İKMAL;PLANLI ATM PARA TOPLAMA;PLANLI ATM PARA TOPLAMA + İKMAL;PLANLI ATM PARA TOPLAMA + FLM;
FN514;10 ALTIEYLUL KURTDERELI SS.;H68V-824;BALIKESİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB981;34 K.CEKMECE HALKALI ATAKENT;I37DC0C;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI220;34 ESENYURT ESENKENT OPET;I37DC0C;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS356;55 TERME MERKEZ;H68V-824;SAMSUN;PAZARTESİ - ÇARŞAMBA - CUMA;2;64;2.894,48 ;2.894,48 ;3.396,06 ;2.894,48 ;2.894,48 ;2.894,48 ;2.894,48 ;
FS884;33 AKDENIZ ISTIKLAL;I37DC0C;MERSİN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD886;34 PENDIK ANKARA CAD. PO;I37DC0C;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA938;41 IZMIT BEKIRPASA TOTAL;I37DC0C;İZMİT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN447;35 MENEMEN MERKEZ 1;I37DC0C;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;34;1.819,88 ;1.819,88 ;2.321,46 ;1.819,88 ;1.819,88 ;1.819,88 ;1.819,88 ;
FI686;34 BAGCILAR MENDERES CD.;H68N-806;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI559;38 MELIKGAZI ILDEM SAHMAR;I37DC0C;KAYSERİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC398;46 ONIKISUBAT A.TURKES BLV.;H68V-824;GAZİANTEP;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;3;85;3.646,70 ;3.646,70 ;4.148,28 ;3.646,70 ;3.646,70 ;3.646,70 ;3.646,70 ;
FD930;26 TEPEBASI ANADOLU UNI. YEMEKHANE;I37DC0C;ESKİŞEHİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB343;01 SEYHAN M1 TEPE AVM;H68VL-824;ADANA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN186;06 CANKAYA CEPA AVM;H68VL-824;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI557;40 KAMAN MERKEZ;I37DC0C;KAYSERİ;SALI - CUMA;5;190;10.109,53 ;10.109,53 ;10.109,53 ;10.109,53 ;10.109,53 ;10.109,53 ;10.109,53 ;
FI482;35 BORNOVA EVKA 3;I37DC0C;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC777;35 BORNOVA EGEMENLIK MH.;H68V-824;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI457;34 ESENLER HAVAALANI MH;H68V-824;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD416;34 MALTEPE IBB YALI MH.;H68V-824;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD294;26 TEPEBASI SIHHIYE MEYDANI;H68V-824;ESKİŞEHİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS073;34 ESENYURT ESKULE AVM 1;H68V-824;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB456;06 CANKAYA UMITKOY;H68N-806;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC756;20 ACIPAYAM MEYDAN;H68V-824;DENİZLİ;PAZARTESİ - ÇARŞAMBA;3;62;2.822,84 ;2.822,84 ;3.324,42 ;2.822,84 ;2.822,84 ;2.822,84 ;2.822,84 ;
FD362;06 SINCAN ATATURK MAH.;H68V-824;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN954;33 TARSUS Y.OMERLI 1;I37DC0C;MERSİN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;55;2.572,10 ;2.572,10 ;3.073,68 ;2.572,10 ;2.572,10 ;2.572,10 ;2.572,10 ;
FS501;55 ILKADIM BULVAR AVM;H68VL-824;SAMSUN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS775;35 BUCA TASITLAR VERGI DAIRESI;I37DC0C;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD929;26 TEPEBASI ANADOLU UNI..CARSI;I37DC0C;ESKİŞEHİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC780;34 KADIKOY IBB CARSI DURAGI;H68V-824;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA546;34 KADIKOY SASKINBAKKAL 2;H68N;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC320;26 ODUNPAZARI O.G.U. TIP FAK.;H68N-806;ESKİŞEHİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD386;34 ESENLER MEHMET AKIF INAN BP;H68V-824;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA220;07 DOSEMEALTI YENIKOY MH;H68N-806;ANTALYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA805;34 UMRANIYE AKYAKA PARK;I47DC0C;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA392;34 ESENLER UCYUZLU;H68N;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC772;79 MERKEZ ARALIK UNI.;H68V-824;GAZİANTEP;SALI - ÇARŞAMBA - PERŞEMBE - CUMA;3;69;3.073,58 ;3.073,58 ;3.575,16 ;3.073,58 ;3.073,58 ;3.073,58 ;3.073,58 ;
FC444;26 ODUNPAZARI GULTEPE MH.;H68V-824;ESKİŞEHİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC862;16 OSMANGAZI SOGANLI;I37DC0C;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA957;35 KONAK IZMIR PARK AVM;I47DC0C;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD906;06 CANKAYA FAKULTELER MH.;I37DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI356;44 BATTALGAZI MIGROS;H68N;MALATYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN940;07 ELMALI MERKEZ;H68V-824;ANTALYA;PAZARTESİ - ÇARŞAMBA - CUMA;2;116;4.757,12 ;4.757,12 ;5.258,70 ;4.757,12 ;4.757,12 ;4.757,12 ;4.757,12 ;
FD377;34 ESENLER OKUL CAD.;H68V-824;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD662;81 MERKEZ ROYAL GOLD AVM;I37DC0C;BOLU;PAZARTESİ - ÇARŞAMBA - CUMA;2;50;2.393,00 ;2.393,00 ;2.894,58 ;2.393,00 ;2.393,00 ;2.393,00 ;2.393,00 ;
FN374;52 ALTINORDU MERKEZ;I37DC0C;ORDU;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD400;06 YENIMAHALLE YENI BATI MH.;H68V-824;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD541;01 KOZAN MIGROS;H68V-824;ADANA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;3;75;3.288,50 ;3.288,50 ;3.790,08 ;3.288,50 ;3.288,50 ;3.288,50 ;3.288,50 ;
FD122;37 MERKEZ KASTAMALL AVM;I37DC0C;KASTAMONU;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD038;47 KIZILTEPE TEPEBASI MIGROS;I37DC0C;DİYARBAKIR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;4;113;4.649,66 ;4.649,66 ;5.151,24 ;4.649,66 ;4.649,66 ;4.649,66 ;4.649,66 ;
FD341;35 BORNOVA OTOGAR 2;H68V-824;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI515;34 K.CEKMECE SEFAKOY MERKEZ CD.;I37DC0C;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC033;50 MERKEZ SANAYI;H68V-824;KAYSERİ;PAZARTESİ - PERŞEMBE;3;84;3.610,88 ;3.610,88 ;4.112,46 ;3.610,88 ;3.610,88 ;3.610,88 ;3.610,88 ;
FD927;26 TEPEBASI ANADOLU UNI. FUTBOL SAHASI;I37DC0C;ESKİŞEHİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC201;34 KADIKOY BOSTANCI 2 METRO;H68NL-806;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI780;19 MERKEZ ESREF HOCA;H68V-824;ÇORUM;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN425;26 O.PAZARI ATATURK CD.;H68N;ESKİŞEHİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD293;34 UMRANIYE IBB ATATURK MH.;H68V-824;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN913;41 DARICA MERKEZ;H68V-824;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS242;58 MERKEZ DEV HAST 2;H68VL-824;SİVAS;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN956;16 O.GAZI DEMIRTAS OSB;H68V-824;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC437;06 K.OREN BAGLUM ECIK PETROL;H68V-824;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN657;44 YESILYURT PARK AVM;H68VL-824;MALATYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD043;01 SEYHAN ZAIM KOTKU PARKI;I37DC0C;ADANA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD588;41 GEBZE MUTLUKENT AYTEMIZ;I37DC0C;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC950;06 SINCAN AHI EVRAN MH.;I37DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC958;09 EFELER CEVREYOLU MM MIGROS;I37DC0C;AYDIN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI365;34 B.EVLER YENIBOSNA RADAR;H68V-824;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB821;21 SILVAN KAYMAKAMLIK 2;H68V-824;DİYARBAKIR;PAZARTESİ - ÇARŞAMBA - PERŞEMBE - CUMA;3;81;3.503,42 ;3.503,42 ;4.005,00 ;3.503,42 ;3.503,42 ;3.503,42 ;3.503,42 ;
FD097;77 ARMUTLU BAYIR MH.;I37DC0C;BURSA;PAZARTESİ - ÇARŞAMBA - CUMA;3;72;3.181,04 ;3.181,04 ;3.682,62 ;3.181,04 ;3.181,04 ;3.181,04 ;3.181,04 ;
FA034;34 BAGCILAR GUNGOREN CD. 1;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS707;39 BABAESKI MERKEZ;I37DC0C;EDİRNE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;52;2.464,64 ;2.464,64 ;2.966,22 ;2.464,64 ;2.464,64 ;2.464,64 ;2.464,64 ;
FI113;45 AKHISAR MERKEZ;I37DC0C;İZMİR;SALI - PERŞEMBE;3;90;3.825,80 ;3.825,80 ;4.327,38 ;3.825,80 ;3.825,80 ;3.825,80 ;3.825,80 ;
FI548;10 HAVRAN MERKEZ;H68V-824;BALIKESİR;SALI - PERŞEMBE;3;80;3.467,60 ;3.467,60 ;3.969,18 ;3.467,60 ;3.467,60 ;3.467,60 ;3.467,60 ;
FS731;34 K.CEKMECE HALKALI SHELL 1;H68V-824;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD800;06 ALTINDAG ORHAN KEMAL CAD.;I37DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN716;35 SELCUK MERKEZ 1;I37DC0C;AYDIN;PAZARTESİ - ÇARŞAMBA - PERŞEMBE;2;60;2.751,20 ;2.751,20 ;3.252,78 ;2.751,20 ;2.751,20 ;2.751,20 ;2.751,20 ;
FD940;27 S.BEY PERILIKAYA OPET 3;I37DC0C;GAZİANTEP;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC692;34 SULTANBEYLI IBB FATIH BLV.;H68V-824;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC614;34 SARIYER ZEKERIYAKOY 4.CD;H68V-824;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC319;26 ODUNPAZARI O.G.U. MUHENDISLIK;H68N-806;ESKİŞEHİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA985;35 BORNOVA KAZIMDIRIK MH;H68N-806;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA322;16 YILDIRIM DAVUTDEDE;H68N-806;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC743;16 OSMANGAZI ALI GALIP 1;H68V-824;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA733;54 KOCAALI MERKEZ MH;H68N-806;İZMİT;SALI - PERŞEMBE;3;119;4.864,58 ;4.864,58 ;5.366,16 ;4.864,58 ;4.864,58 ;4.864,58 ;4.864,58 ;
FA783;34 SARIYER VADI ISTANBUL AVM;H68VL-824;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN455;68 MERKEZ PARK SITE AVM;H68VL-824;KONYA;PAZARTESİ - PERŞEMBE;5;154;6.118,28 ;6.118,28 ;6.619,86 ;6.118,28 ;6.118,28 ;6.118,28 ;6.118,28 ;
FI966;64 SIVASLI MERKEZ;H68V-824;UŞAK;SALI - CUMA;2;33;1.784,06 ;1.784,06 ;2.285,64 ;1.784,06 ;1.784,06 ;1.784,06 ;1.784,06 ;
FC690;34 BEYOGLU IBB TAKSIM EGT. ARA.;H68V-824;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN403;38 M.GAZI ERCIYES UNIV.;I37DC0C;KAYSERİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC494;07 AKSU MACUN MH.;H68V-824;ANTALYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC641;34 SANCAKTEPE YENIDOGAN HAPPY CENTER;H68V-824;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI509;34 BEYLIKDUZU YAKUPLU;I37DC0C;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD212;34 BASAKSEHIR ALTINSEHIR 2;I37DC0C;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD309;22 MERKEZ SUKRUPASA MH.;H68V-824;EDİRNE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD153;72 MERKEZ MM MIGROS;I37DC0C;DİYARBAKIR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;4;114;4.685,48 ;4.685,48 ;5.187,06 ;4.685,48 ;4.685,48 ;4.685,48 ;4.685,48 ;
FA059;34 S.GAZI 1.CEBECI YOLU;H68N-806;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD602;34 BAGCILAR YAVUZ SELIM MH.;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI151;06 CANKAYA YASAMKENT;I37DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC463;07 FINIKE SERBETCI BULVARI;H68V-824;ANTALYA;SALI - CUMA;2;116;4.757,12 ;4.757,12 ;5.258,70 ;4.757,12 ;4.757,12 ;4.757,12 ;4.757,12 ;
FC774;34 PENDIK E5 TOTAL;H68V-824;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD824;35 KEMALPASA ULUCAK;I37DC0C;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD296;06 ETIMESGUT ATAYURT MAH;H68V-824;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN021;34 UMRANIYE ATAKENT;H68N-806;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN945;45 SALIHLI MERKEZ;H68N-806;İZMİR;PAZARTESİ - SALI - PERŞEMBE;3;88;3.754,16 ;3.754,16 ;4.255,74 ;3.754,16 ;3.754,16 ;3.754,16 ;3.754,16 ;
